Identifier,Disease
DOID:0050372,obsolete commensal haemophilus infectious disease
DOID:8025,gastric signet ring cell adenocarcinoma
DOID:0110616,primary ciliary dyskinesia 8
DOID:0050379,obsolete campylobacter fetus infectious disease
DOID:0050378,obsolete opportunistic campylobacteraceae infectious disease
DOID:2434,obsolete intraepidermal nevus
DOID:2435,skin glomangioma
DOID:2436,glomangioma
DOID:2437,obsolete skin compound nevus
DOID:2926,klippel-trenaunay syndrome
DOID:2431,glomus tumor
DOID:6835,obsolete recurrent anal cancer
DOID:2929,newcastle disease
DOID:2438,dermis tumor
DOID:0111370,apolipoprotein c-iii deficiency
DOID:4375,obsolete agricultural workers' disease
DOID:4374,silo filler's disease
DOID:4377,egg allergy
DOID:6837,rete ovarii adenoma
DOID:0081078,ectodermal dysplasia and immunodeficiency 1
DOID:0081079,ectodermal dysplasia and immunodeficiency 2
DOID:4372,intracranial embolism
DOID:0081074,teebi hypertelorism syndrome 2
DOID:6830,obsolete resectable pancreas carcinoma
DOID:0081076,blastic plasmacytoid dendritic cell neoplasm
DOID:0081077,ectodermal dysplasia and immune deficiency
DOID:0081070,ezb-myc+ diffuse large b-cell lymphoma
DOID:0081071,ezb-myc- diffuse large b-cell lymphoma
DOID:0081072,"craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome"
DOID:0081073,teebi hypertelorism syndrome
DOID:0111319,idiopathic generalized epilepsy 4
DOID:0111318,idiopathic generalized epilepsy 3
DOID:6524,malignant ciliary body melanoma
DOID:4012,papillary transitional carcinoma
DOID:0111313,idiopathic generalized epilepsy 12
DOID:0111312,idiopathic generalized epilepsy 11
DOID:0111311,familial febrile seizures 7
DOID:6297,viral esophagitis
DOID:0111317,idiopathic generalized epilepsy 2
DOID:0111316,idiopathic generalized epilepsy 15
DOID:0111315,idiopathic generalized epilepsy 14
DOID:0111314,idiopathic generalized epilepsy 13
DOID:9883,becker muscular dystrophy
DOID:0080479,peroxisome biogenesis disorder 4a
DOID:3892,insulinoma
DOID:13658,infective urethral stricture
DOID:0080473,developmental delay and seizures with or without movement abnormalities
DOID:0080419,developmental and epileptic encephalopathy 50
DOID:0080471,developmental and epileptic encephalopathy 92
DOID:0080470,developmental and epileptic encephalopathy 36
DOID:0080477,peroxisome biogenesis disorder 2a
DOID:0080476,peroxisome biogenesis disorder 1a
DOID:0080475,psoriasis 2
DOID:0080474,pustular psoriasis 14
DOID:4013,urethra transitional cell carcinoma
DOID:6838,rete ovarii cystadenofibroma
DOID:9884,muscular dystrophy
DOID:3899,obsolete skin appendage neoplasm
DOID:3898,obsolete skin appendage adenoma
DOID:11683,obsolete glaucoma associated with systemic syndromes
DOID:0080412,familial adenomatous polyposis 4
DOID:3773,obsolete third ventricle chordoid glioma
DOID:9245,alagille syndrome
DOID:11179,obsolete otitis media with effusion
DOID:11177,total internal ophthalmoplegia
DOID:0060150,astereognosia
DOID:3345,xanthomatosis
DOID:11404,obsolete diphtheritic laryngotracheitis
DOID:11405,diphtheria
DOID:3341,osteitis fibrosa
DOID:14163,obsolete metastatic malignant tumor to the anus
DOID:11400,pyelonephritis
DOID:0080298,complete generalized lipodystrophy
DOID:0080297,coffin-siris syndrome 6
DOID:0080296,hypomyelinating leukodystrophy 14
DOID:0080295,short-rib thoracic dysplasia 19 with or without polydactyly
DOID:0080294,charcot-marie-tooth disease dominant intermediate g
DOID:0080293,short-rib thoracic dysplasia 18 with polydactyly
DOID:0080292,retinitis pigmentosa 81
DOID:0080291,developmental and epileptic encephalopathy 59
DOID:11409,obsolete syphilitic disseminated chorioretinitis
DOID:0110044,alzheimer's disease 11
DOID:0110045,alzheimer's disease 12
DOID:0110046,alzheimer's disease 13
DOID:0110047,alzheimer's disease 14
DOID:0110996,joubert syndrome 27
DOID:0110041,alzheimer's disease 8
DOID:0110042,alzheimer's disease 3
DOID:0110043,alzheimer's disease 10
DOID:8494,obsolete dystocia
DOID:2691,myoma
DOID:11171,obsolete urethral condylomata acuminata
DOID:0110048,alzheimer's disease 15
DOID:0110049,alzheimer's disease 17
DOID:2696,leydig cell tumor
DOID:2697,renal adenoma
DOID:136,vaginal carcinosarcoma
DOID:12698,gynecomastia
DOID:9888,alternating esotropia
DOID:12697,locked-in syndrome
DOID:12694,obsolete hyperemesis gravidarum with metabolic disturbance
DOID:0110997,joubert syndrome 28
DOID:14228,oligospermia
DOID:14225,acute frontal sinusitis
DOID:14224,tracheal calcification
DOID:14227,azoospermia
DOID:14221,abdominal obesity-metabolic syndrome 1
DOID:14223,ochronosis
DOID:133,vaginal mullerian papilloma
DOID:6333,adult intracranial malignant hemangiopericytoma
DOID:6332,adult malignant hemangiopericytoma
DOID:6331,immature teratoma of ovary
DOID:6337,cerebellopontine angle meningioma
DOID:130,obsolete female genitalia nevus
DOID:6335,bilateral meningioma of optic nerve
DOID:6334,anterior optic tract meningioma
DOID:6339,vulvar eccrine adenocarcinoma
DOID:13924,necrotizing ulcerative gingivitis
DOID:13923,obsolete acute psychogenic paranoid psychosis
DOID:13922,eosinophilic esophagitis
DOID:13921,bacterial esophagitis
DOID:0110592,autosomal dominant nonsyndromic deafness 70
DOID:0110261,cataract 35
DOID:0110262,cataract 45
DOID:0110591,autosomal dominant nonsyndromic deafness 7
DOID:0110596,primary ciliary dyskinesia 21
DOID:0110265,cataract 31 multiple types
DOID:0110266,cataract 9 multiple types
DOID:0110595,stromme syndrome
DOID:0110268,cataract 22 multiple types
DOID:0110269,cataract 3 multiple types
DOID:0110598,primary ciliary dyskinesia 14
DOID:0110599,primary ciliary dyskinesia 3
DOID:13768,opisthorchiasis
DOID:7420,obsolete placental infarction
DOID:7423,obsolete ovarian mucinous cystic tumor with mural nodules
DOID:4350,obsolete bovine anaplasmosis
DOID:7426,cutaneous anthrax
DOID:7427,anthrax disease
DOID:7428,pineal region germinoma
DOID:7429,childhood brain germinoma
DOID:4504,central nervous system angiosarcoma
DOID:11077,brucellosis
DOID:11076,brucella suis brucellosis
DOID:11074,obsolete cyst of thyroid
DOID:139,squamous cell papilloma
DOID:11079,leech infestation
DOID:0060776,congenital diarrhea 5 with tufting enteropathy
DOID:0060777,congenital secretory sodium diarrhea 8
DOID:0060774,congenital diarrhea
DOID:0060775,microvillus inclusion disease
DOID:0060772,multiple types of congenital heart defects 6
DOID:0060773,cleft lip-palate-ectodermal dysplasia syndrome
DOID:0060770,dextro-looped transposition of the great arteries
DOID:0060771,obsolete dextro-looped transposition of the great arteries 1
DOID:4501,orofaciodigital syndrome
DOID:0110992,joubert syndrome 23
DOID:0060778,congenital diarrhea 7 with exudative enteropathy
DOID:13760,pthirus pubis infestation
DOID:0111158,saddan
DOID:0110993,joubert syndrome 24
DOID:6841,flat ductal epithelial atypia
DOID:6840,obsolete glandular cell intraepithelial neoplasm
DOID:8747,obsolete subacute myeloid leukemia
DOID:6845,infiltrating ureter transitional cell carcinoma
DOID:6844,kidney pelvis sarcomatoid transitional cell carcinoma
DOID:6847,adult botryoid rhabdomyosarcoma
DOID:6846,familial melanoma
DOID:6849,obsolete testicular intratubular germ cell neoplasia of the unclassified type
DOID:6848,adult vagina botryoid rhabdomyosarcoma
DOID:6595,gastric tubular adenocarcinoma
DOID:6594,bladder colonic type adenocarcinoma
DOID:6590,spondylitis
DOID:0111883,diamond-blackfan anemia 5
DOID:0111882,diamond-blackfan anemia 12
DOID:0111881,diamond-blackfan anemia 8
DOID:0111880,diamond-blackfan anemia 17
DOID:0111887,diamond-blackfan anemia 3
DOID:0111886,diamond-blackfan anemia 19
DOID:0111885,diamond-blackfan anemia 2
DOID:0111884,diamond-blackfan anemia 9
DOID:0111889,diamond-blackfan anemia 13
DOID:0111888,diamond-blackfan anemia 10
DOID:1314,obsolete wasting syndrome
DOID:3091,acinetobacter infectious disease
DOID:1641,benign breast adenomyoepithelioma
DOID:1311,obsolete hiv-associated nephropathy
DOID:1312,focal segmental glomerulosclerosis
DOID:1313,obsolete hiv wasting syndrome
DOID:13277,obsolete mycoplasma hyopneumoniae pneumonia
DOID:1649,female breast lower-inner quadrant cancer
DOID:1319,brain cancer
DOID:0111152,multicentric castleman disease
DOID:3095,germ cell and embryonal cancer
DOID:0111154,postural orthostatic tachycardia syndrome
DOID:0050168,autoimmune polyendocrine syndrome type 2
DOID:0050169,cutaneous lupus erythematosus
DOID:3097,obsolete stenosis and insufficiency of lacrimal passage
DOID:0050160,inhalation anthrax
DOID:6742,synchronous bilateral breast carcinoma
DOID:0050162,obsolete influenza encephalopathy
DOID:0111156,spermatogenic failure 9
DOID:0050164,obsolete influenza myositis
DOID:0050165,obsolete tuberculous mesenteric gland
DOID:0050166,tuberculous salpingitis
DOID:0050167,autoimmune polyendocrine syndrome type 1
DOID:5819,obsolete localized lymphoma
DOID:5818,obsolete alps-associated lymphoma
DOID:6740,cervix small cell carcinoma
DOID:9512,simple chronic conjunctivitis
DOID:5813,purine nucleoside phosphorylase deficiency
DOID:5812,mhc class ii deficiency
DOID:5810,adenosine deaminase deficiency
DOID:5815,cerebral lymphoma
DOID:256,hemangioma of spleen
DOID:255,hemangioma
DOID:254,hemangioma of intra-abdominal structure
DOID:252,alcoholic psychosis
DOID:251,alcohol-induced mental disorder
DOID:250,obsolete chronic brain damage
DOID:259,obsolete abortion complicated by embolism
DOID:0081247,dedifferentiated chondrosarcoma
DOID:0081246,teratoma with somatic-type malignancy
DOID:0081245,cauda equina neuroendocrine tumor
DOID:0081244,pituitary blastoma
DOID:0081243,rhizomelic chondrodysplasia punctate type 4
DOID:0081242,"autoimmune interstitial lung, joint, and kidney disease"
DOID:0081241,peroxisome biogenesis disorder 3b
DOID:0081240,peroxisome biogenesis disorder 1b
DOID:0081249,ewsr1-negative small round cell tumor
DOID:0081248,pineocytoma
DOID:0111838,basilicata-akhtar syndrome
DOID:4156,primary syphilis
DOID:3648,obsolete inborn errors pyruvate metabolism
DOID:3649,pyruvate decarboxylase deficiency
DOID:4989,pancreatitis
DOID:0050788,proximal symphalangism
DOID:0050789,tarsal-carpal coalition syndrome
DOID:0050784,primary progressive multiple sclerosis
DOID:0050785,progressive relapsing multiple sclerosis
DOID:0050786,iridogoniodysgenesis syndrome
DOID:0050787,juvenile polyposis syndrome
DOID:3644,hypothalamic neoplasm
DOID:0050781,ogden syndrome
DOID:0050782,zollinger-ellison syndrome
DOID:0050783,secondary progressive multiple sclerosis
DOID:5769,verruciform xanthoma of skin
DOID:5768,nager acrofacial dysostosis
DOID:8381,obsolete ectopic calcitonin production
DOID:12718,chronic gonococcal salpingitis
DOID:5761,vulvar sebaceous carcinoma
DOID:5760,sebaceous breast carcinoma
DOID:5763,lung clear cell-sugar-tumor
DOID:5765,obsolete primary ectopic meningioma
DOID:4151,skull base chordoma
DOID:5767,hilar lung neoplasm
DOID:5766,pulmonary sclerosing hemangioma
DOID:1866,giant cell reparative granuloma
DOID:0110868,congenital stationary night blindness 1d
DOID:13326,chronic follicular conjunctivitis
DOID:1862,jaw cancer
DOID:1863,skull cancer
DOID:0110862,congenital stationary night blindness autosomal dominant 1
DOID:0110863,congenital stationary night blindness autosomal dominant 2
DOID:0110860,polycystic kidney disease 3
DOID:0110861,autosomal recessive polycystic kidney disease
DOID:13329,toxic optic neuropathy
DOID:0110867,congenital stationary night blindness 1c
DOID:0110864,congenital stationary night blindness 1f
DOID:1869,chronic rheumatic pericarditis
DOID:12335,male genital organ vascular disease
DOID:12337,varicocele
DOID:12336,male infertility
DOID:4148,gastrointestinal neuroendocrine benign tumor
DOID:12332,hematocele of tunica vaginalis testis
DOID:9314,obsolete glaucoma associated with anomalies of iris
DOID:6525,choroid mixed cell melanoma
DOID:4144,obsolete herpes zoster dermatitis
DOID:9317,lymphangitis
DOID:4142,obsolete meningioma by site
DOID:4143,orbital cancer
DOID:4140,biliary dyskinesia
DOID:4141,intraorbital meningioma
DOID:3428,granulomatous myositis
DOID:3429,inclusion body myositis
DOID:3426,vestibular disease
DOID:11671,hypotrichosis of eyelid
DOID:3421,trochlear nerve neoplasm
DOID:0080042,autosomal recessive spinocerebellar ataxia 18
DOID:0080591,klippel-feil syndrome 3
DOID:0080592,klippel-feil syndrome 4
DOID:0080041,hypochondroplasia
DOID:0080046,stickler syndrome
DOID:0080595,hyper ige recurrent infection syndrome 3
DOID:0080596,hyper ige recurrent infection syndrome 4
DOID:0080045,kniest dysplasia
DOID:0080598,kleefstra syndrome 2
DOID:4153,spinal chordoma
DOID:0080048,obsolete trichorhinophalangeal syndrome i
DOID:0080049,acromesomelic dysplasia
DOID:11441,obsolete macrodactylia of toes
DOID:0080976,acute myeloid leukemia with bcr-abl1
DOID:0110341,osteogenesis imperfecta type 2
DOID:0080628,alopecia-mental retardation syndrome 1
DOID:0080629,alopecia-mental retardation syndrome 2
DOID:8400,malignant cornea melanoma
DOID:0080627,alopecia-mental retardation syndrome
DOID:0080624,heimler syndrome 2
DOID:0080625,severe congenital neutropenia 1
DOID:0080622,peroxisome biogenesis disorder 2b
DOID:0080623,heimler syndrome 1
DOID:0080620,familial glucocorticoid deficiency
DOID:0080621,glucocorticoid deficiency 1
DOID:2599,glottis carcinoma
DOID:2598,laryngeal benign neoplasm
DOID:8068,intraductal breast myoepitheliosis
DOID:2592,obsolete nephrotic syndrome with lesion of focal glomerulosclerosis
DOID:2591,obsolete nephrotic syndrome with lesion of lobular glomerulonephritis
DOID:2590,familial nephrotic syndrome
DOID:2597,glottis neoplasm
DOID:8060,frontal sinus inverted papilloma
DOID:2595,glottis cancer
DOID:3251,prostate embryonal rhabdomyosarcoma
DOID:429,gynatresia
DOID:0060473,kabuki syndrome
DOID:2235,prothrombin deficiency
DOID:2779,"obsolete tumors of body of uterus complicating pregnancy, childbirth, or the puerperium"
DOID:2778,"obsolete tumors of body of uterus, with delivery"
DOID:2777,obsolete malignant neoplasm of short bones of upper limb
DOID:2776,adamantinoma
DOID:2775,long bone adamantinoma
DOID:2773,contact dermatitis
DOID:2772,irritant dermatitis
DOID:2771,obsolete atopic dermatitis and related conditions
DOID:2770,obsolete diaper rash
DOID:411,obsolete bovine tuberculosis
DOID:410,obsolete tuberculous ascites
DOID:413,obsolete avian tuberculosis
DOID:412,obsolete atypical mycobacterium infectious disease
DOID:414,obsolete cardiovascular tuberculosis
DOID:417,autoimmune disease
DOID:419,scleroderma
DOID:418,systemic scleroderma
DOID:3328,temporal lobe epilepsy
DOID:8167,gallbladder melanoma
DOID:0111058,platelet-type bleeding disorder 12
DOID:0111059,bernard-soulier syndrome type a2
DOID:0111508,torrance type platyspondylic dysplasia
DOID:11465,autonomic nervous system disease
DOID:0111506,palmoplantar keratoderma-esophageal carcinoma syndrome
DOID:0111507,lenz-majewski hyperostotic dwarfism
DOID:0111504,li-fraumeni syndrome 2
DOID:0111505,palmoplantar keratoderma-deafness syndrome
DOID:0111502,combined oxidative phosphorylation deficiency 6
DOID:0111503,li-fraumeni syndrome 1
DOID:0111052,scott syndrome
DOID:0111053,platelet-type bleeding disorder 15
DOID:8689,anorexia nervosa
DOID:8688,tonsillar pillar cancer
DOID:3324,mood disorder
DOID:0110679,congenital myasthenic syndrome 4c
DOID:0110678,congenital myasthenic syndrome 4a
DOID:0110677,congenital myasthenic syndrome 4b
DOID:8680,alcoholic gastritis
DOID:0110675,congenital myasthenic syndrome 11
DOID:0110674,congenital myasthenic syndrome 17
DOID:0110673,congenital myasthenic syndrome 19
DOID:0110672,congenital myasthenic syndrome 21
DOID:0110671,congenital myasthenic syndrome 6
DOID:0110670,congenital myasthenic syndrome 9
DOID:10209,extrahepatic bile duct lipoma
DOID:10208,chondroid lipoma
DOID:5730,salpingitis isthmica nodosa
DOID:739,obsolete metastasis to the urethra
DOID:894,obsolete nervous system heredodegenerative disease
DOID:10203,external ear lipoma
DOID:10202,obsolete lipoma of intrathoracic organ
DOID:10201,gallbladder lipoma
DOID:3320,tay-sachs disease
DOID:10207,paratesticular lipoma
DOID:10206,lipoma of spermatic cord
DOID:10205,axillary lipoma
DOID:10204,obsolete lipoma of intra-abdominal organ
DOID:891,progressive myoclonus epilepsy
DOID:893,wilson disease
DOID:3257,obsolete pediatric rhabdomyosarcoma
DOID:0060092,immune system organ benign neoplasm
DOID:0060091,cardiovascular organ benign neoplasm
DOID:0060090,central nervous system benign neoplasm
DOID:0060097,thoracic benign neoplasm
DOID:0060096,sensory organ benign neoplasm
DOID:0060095,uterine benign neoplasm
DOID:0060094,bone benign neoplasm
DOID:0060099,musculoskeletal system benign neoplasm
DOID:0060098,osteoblastoma
DOID:13271,cutaneous porphyria
DOID:13270,erythropoietic protoporphyria
DOID:9643,babesiosis
DOID:13021,obsolete aids-related cryptococcosis
