Identifier,Disease
ultimobranchial thyroid tumour,{DOID:3973}
acquired night blindness,{DOID:11491}
malignant neoplasm of hepatic flexure,{DOID:260}
malignant neoplasm of the parathyroid,{DOID:1540}
ischiocoxopodopatellar syndrome,{DOID:0111382}
secondary malignant neoplasm of brain and spinal cord (disorder),{DOID:13211}
right hypoplastic heart syndrome,{DOID:0070315}
congenital secretory sodium diarrhoea 3 syndromic,{DOID:0060781}
"cystic, mucinous and serous tumor (qualifier value)",{DOID:164}
palmoplantar hyperkeratosis-deafness syndrome,{DOID:0111505}
blastic plasmacytoid dendritic cell neoplasm,{DOID:0081076}
reoviridae disease,{DOID:1334}
blepharophimosis,{DOID:10348}
obsolete lymphoproliferative disease,{DOID:619}
aortic dissection,{DOID:0080685}
"mesothelioma, biphasic, malignant",{DOID:4486}
stomatocytosisiohst,{DOID:0111562}
blastema predominant renal wilms tumour,{DOID:5182}
congenital nonspherocytic hemolytic anemia,{DOID:2861}
malignant tumor of chest wall,{DOID:6758}
type ii hyperlipidemia,{DOID:13810}
autosomal recessive dystrophic epidermolysis bullosa generalisata gravis,{DOID:0060642}
collagen disorder,{DOID:854}
mucolipidosis type iv,{DOID:0080490}
polyradiculoneuropathy,{DOID:4308}
blaus,{DOID:0050678}
"bowen's disease, clonal",{DOID:7039}
noonan syndrome 11,{DOID:0112169}
thorax cancer,{DOID:5093}
noonan syndrome 13,{DOID:0112161}
noonan syndrome 12,{DOID:0112170}
ossifying fibromyxoma,{DOID:2685}
"thyroid dysfunction of mother, with delivery",{DOID:10447}
meningiomatosis,{DOID:4590}
bruton's type agammaglobulinemia,{DOID:14179}
specific developmental disorder,{DOID:0060038}
semantic variant of primary progressive aphasia,{DOID:0081391}
renal coloboma syndrome,{DOID:0090006}
lateral myocardial infarction,{DOID:5853}
acute nonparalytic poliomyelitis poliovirus type i,{DOID:10979}
spinal cord sarcoma,{DOID:14152}
acquired keratoderma,{DOID:13072}
obsolete opportunistic burkholderiaceae infectious disease,{DOID:0050355}
amelogenesis imperfecta type iia1,{DOID:0110057}
amelogenesis imperfecta type iia2,{DOID:0110060}
amelogenesis imperfecta type iia3,{DOID:0110061}
amelogenesis imperfecta type iia4,{DOID:0110062}
amelogenesis imperfecta type iia5,{DOID:0110063}
retinitis pigmentosa 34,{DOID:0110417}
chronic passive congestion of liver,{DOID:13739}
non-severe covid-19,{DOID:0081014}
autosomal dominant spastic paraplegia 9a,{DOID:0110824}
retinitis pigmentosa 2,{DOID:0110415}
hyperbetalipoproteinemia with prebetalipoproteinemia,{DOID:13809}
epidemic pleurodynia,{DOID:10882}
enchondromatosis with haemangiomata,{DOID:4624}
neoplasm of mediastinum,{DOID:5559}
drug-induced mental disorder,{DOID:1203}
bladder neck cancer,{DOID:11809}
renal atherosclerosis,{DOID:14092}
hodgkin's sarcoma of lymph nodes of multiple sites (disorder),{DOID:8875}
secondary malignant neoplasm of large intestine and rectum (disorder),{DOID:12228}
paranasal sinus adenocarcinoma,{DOID:0050619}
sars-cov-2 infection,{DOID:0080600}
syndromic x-linked mental retardation borjeson-forssman-lehmann type,{DOID:0050681}
gastric papillary adenocarcinoma,{DOID:5593}
mucopolysaccharidosis type 3b,{DOID:0111394}
childhood hypophosphatasia,{DOID:0110915}
hereditary thrombophilia due to congenital hrg deficiency,{DOID:0111903}
miller-dieker syndrome,{DOID:0060469}
cdgiidq,{DOID:0070269}
cdgiidp,{DOID:0070268}
appendiceal adenocarcinoma,{DOID:3608}
x-linked epilepsy-learning disabilities-behavior disorders syndrome,{DOID:0112122}
hemifacial microsomia,{DOID:2907}
benign ovarian brenner tumor,{DOID:2636}
cdgiidf,{DOID:0070258}
cdgiidi,{DOID:0070261}
cdgiidh,{DOID:0070260}
cdgiidk,{DOID:0070263}
cdgiidj,{DOID:0070262}
cdgiidl,{DOID:0070264}
cdgiido,{DOID:0070267}
cdgiidn,{DOID:0070266}
hyperphosphatasia with mental retardation syndrome 2,{DOID:0070434}
hyperphosphatasia with mental retardation syndrome 3,{DOID:0070435}
hyperphosphatasia with mental retardation syndrome 1,{DOID:0070433}
hyperphosphatasia with mental retardation syndrome 6,{DOID:0070436}
motor neuritis,{DOID:683}
hyperphosphatasia with mental retardation syndrome 4,{DOID:0070437}
hyperphosphatasia with mental retardation syndrome 5,{DOID:0070432}
gastric antral vascular ectasia,{DOID:2493}
osteogenesis imperfecta type xiii,{DOID:0110342}
granular cell carcinoma,{DOID:4903}
obsolete congenital musculoskeletal abnormality,{DOID:652}
gasserian ganglion meningioma,{DOID:7635}
obsolete mesenchymal hamartoma,{DOID:3467}
retinal degeneration,{DOID:8466}
renal tubulo-interstitial disease,{DOID:1063}
spgf28,{DOID:0111916}
spgf29,{DOID:0111930}
malignant tumor of olfactory nerve,{DOID:370}
spgf22,{DOID:0070177}
spgf23,{DOID:0070181}
spgf20,{DOID:0070166}
spgf26,{DOID:0111924}
charcot-marie-tooth neuropathy type 4b1,{DOID:0110191}
spgf24,{DOID:0111929}
spgf25,{DOID:0111920}
malignant gynecologic tumor,{DOID:120}
facb,{DOID:0111098}
facc,{DOID:0111087}
face,{DOID:0111084}
childhood testicular mixed germ cell tumour,{DOID:6161}
autosomal recessive spastic paraplegia 64,{DOID:0110815}
aromatic l-amino acid decarboxylase deficiency,{DOID:0090123}
autosomal recessive spastic paraplegia 62,{DOID:0110813}
autosomal recessive spastic paraplegia 63,{DOID:0110814}
autosomal recessive spastic paraplegia 61,{DOID:0110812}
"severe combined immunodeficiency, t cell-negative, b cell-positive, nk cell-positive",{DOID:0111972}
hypochromic anemia,{DOID:11759}
hantavirus pulmonary syndrome,{DOID:14472}
occlusion and stenosis of carotid artery,{DOID:807}
melanotic neuroectodermal tumor of infancy,{DOID:166}
galloway-mowat syndrome 3,{DOID:0080245}
intestinal pseudo-obstruction,{DOID:0080072}
folate-deficiency anaemia,{DOID:14026}
familial febrile seizures,{DOID:0111297}
overactive bladder,{DOID:0070355}
3mc syndrome 2,{DOID:0060576}
3mc syndrome 3,{DOID:0060577}
3mc syndrome 1,{DOID:0060575}
desmoplastic infantile ganglioglioma,{DOID:0081259}
childhood neoplasm of the testis,{DOID:2998}
familial adenomatous polyposis 4,{DOID:0080412}
familial adenomatous polyposis 3,{DOID:0080411}
familial adenomatous polyposis 2,{DOID:0080410}
familial adenomatous polyposis 1,{DOID:0080409}
alzheimer's disease 1,{DOID:0080348}
alzheimer's disease 2,{DOID:0110035}
alzheimer's disease 3,{DOID:0110042}
alzheimer's disease 4,{DOID:0110040}
alzheimer's disease 5,{DOID:0110037}
alzheimer's disease 6,{DOID:0110038}
mowat-wilson syndrome,{DOID:0060485}
alzheimer's disease 8,{DOID:0110041}
alzheimer's disease 9,{DOID:0111364}
malignant giant cell tumor of soft parts,{DOID:5638}
thyroid cyst,{DOID:11074}
nonphotosensitive trichothiodystrophy,{DOID:0111867}
inclusion body beta-thalassemia,{DOID:0080770}
allergic disease,{DOID:1205}
gbm,{DOID:3068}
prickly heat,{DOID:11153}
de toni-fanconi syndrome,{DOID:1062}
autosomal dominant complex spastic paraplegia type 9a,{DOID:0110824}
solitary plasmacytoma of bone,{DOID:3722}
mesenchymal hamartoma (morphologic abnormality),{DOID:3467}
lacrimal gland carcinoma,{DOID:293}
loose anagen hair syndrome,{DOID:0111702}
immigration delay disease,{DOID:0111357}
hurler-scheie syndrome,{DOID:12802}
mitochondrial complex v (atp synthase) deficiency nuclear type 3,{DOID:0060332}
flhs,{DOID:0111358}
neuroaspergillosis,{DOID:13565}
mitochondrial complex v (atp synthase) deficiency nuclear type 7,{DOID:0070464}
mitochondrial complex v (atp synthase) deficiency nuclear type 6,{DOID:0111749}
ccc dysplasia,{DOID:0060565}
mitochondrial complex v (atp synthase) deficiency nuclear type 4,{DOID:0060333}
sarcomatoid carcinoma of rectum,{DOID:7356}
berger's iga or igg nephropathy,{DOID:2986}
carcinoma ex pleomorphic adenoma of lacrimal gland,{DOID:296}
primary failure of tooth eruption,{DOID:0111341}
carcinoma in situ of rectum,{DOID:9174}
spondylometaphyseal dysplasia kozlowski type,{DOID:0111554}
nedsg,{DOID:0070421}
nerve conduction deafness,{DOID:12113}
unspecified viral haemorrhagic fever,{DOID:1301}
notochordal cancer,{DOID:3303}
brachmann de lange syndrome,{DOID:11725}
skin basaloid squamous cell carcinoma,{DOID:7049}
junctional epidermolysis bullosa non-herlitz type,{DOID:0060738}
"recurrent depressive disorder, current episode moderate (disorder)",{DOID:13063}
chylomicron retention disease,{DOID:0060357}
meningeal melanoma,{DOID:6085}
"gaucher disease, chronic neuronopathic type",{DOID:0110959}
staphyloma posticum,{DOID:13789}
central nervous system endodermal sinus tumour,{DOID:5343}
immunodeficiency 27b,{DOID:0111956}
pemphigus gestationis,{DOID:0040098}
chikungunya,{DOID:0050012}
carbamazepen allergy,{DOID:0040006}
ocular melanoma,{DOID:1752}
lamb syndrome,{DOID:0050471}
renal dysplasia diffuse cystic,{DOID:0111682}
prostatic adenoma,{DOID:2883}
chronic diarrhoea due to guanylate cyclase 2c overactivity,{DOID:0060780}
obsolete inverted papilloma of paranasal sinus,{DOID:4631}
cystadenocarcinoma of the ovary,{DOID:3605}
malignant melanoma of ciliary body,{DOID:6524}
obstructive uropathy,{DOID:5200}
ovarian mixed germ cell neoplasm,{DOID:5936}
cerebro-facio-articular syndrome,{DOID:0060238}
meningitis,{DOID:9471}
stenosis of rectum and anus,{DOID:11014}
lgm,{DOID:0110668}
epithelial skin tumor,{DOID:157}
osteogenic sarcoma of breast,{DOID:7787}
immunodeficiency due to cd25 deficiency,{DOID:0111968}
adult syndrome,{DOID:0050601}
autosomal recessive pyridoxine-refractory sideroblastic anemia 2,{DOID:0060065}
autosomal recessive pyridoxine-refractory sideroblastic anemia 3,{DOID:0080343}
quie syndrome,{DOID:3265}
testicular germ cell cancer,{DOID:5557}
neurodegeneration with brain iron accumulation 2a,{DOID:0110735}
abeta2m amyloidosis,{DOID:0080928}
tauopathy,{DOID:680}
toxic megacolon,{DOID:1770}
high risk non proliferative diabetic retinopathy,{DOID:8946}
wabs,{DOID:0060535}
pdmi,{DOID:0060639}
norman-roberts syndrome,{DOID:0060902}
farfantepenaeus aztecus allergy,{DOID:0060525}
pfhb2,{DOID:0111075}
oculocutaneous tyrosinemia,{DOID:0050725}
multiple endocrine adenomatosis,{DOID:3125}
chromosome 17p13.3 centromeric duplication syndrome,{DOID:0060432}
adult type testicular granulosa cell tumor,{DOID:8394}
hemangioma of the subglottis,{DOID:472}
obsolete coxsackie pericarditis,{DOID:1804}
splenic neoplasm,{DOID:672}
bn2 diffuse large b-cell lymphoma,{DOID:0081064}
"single major depressive episode, mild (disorder)",{DOID:1597}
donohue syndrome,{DOID:0050470}
corino de andrade's disease,{DOID:0050638}
cystine storage disease,{DOID:1064}
autosomal recessive spinocerebellar ataxia 21 with hepatopathy,{DOID:0111155}
chondroid chordoma,{DOID:4152}
mucoepidermoid carcinoma of accessory sinus,{DOID:0050619}
childhood-onset spastic paraparesis with distal muscle wasting,{DOID:0050886}
childhood acute myeloid leukaemia,{DOID:0070323}
malignant neoplasm of lacrimal duct,{DOID:12756}
microphthalmia and/or coloboma with or without rhizomelic skeletal dysplasia,{DOID:0111802}
acute haemorrhagic leucoencephalitis of weston hurst,{DOID:10992}
lupus,{DOID:8857}
tuberculous erythema nodosum,{DOID:8844}
endometrial stromal nodule,{DOID:1373}
meningioma of the internal auditory canal,{DOID:5990}
breast tumor,{DOID:1612}
cmt2b2,{DOID:0110179}
cmt2b1,{DOID:0110156}
rem sleep behaviour disorder,{DOID:9091}
enamel-renal syndrome,{DOID:0110066}
cerebral lymphoma,{DOID:5815}
melanocytic neoplasm,{DOID:2415}
erythema infectiosum,{DOID:8743}
membranous glomerulonephritis,{DOID:10976}
rokitansky syndrome,{DOID:0112177}
obsolete meningococcal carditis,{DOID:763}
simmonds' disease,{DOID:9410}
malignant neoplasm of conjunctiva,{DOID:5467}
il2ra deficiency,{DOID:0111968}
foetal akinesia sequence,{DOID:0111375}
large cell lymphoma of the mediastinum,{DOID:0080210}
obsolete placental necrosis,{DOID:5872}
"crigler-najjar syndrome, type i",{DOID:3803}
hereditary bundle branch defect,{DOID:0111073}
dysembryoplastic neuroepithelial neoplasm,{DOID:2679}
narcissistic personality disorder,{DOID:2745}
obsolete amoebozoa infectious disease,{DOID:11892}
combined d-2-hydroxyglutaric aciduria and l-2-hydroxyglutaric aciduria,{DOID:0111619}
bone hemangioma,{DOID:6610}
posterior amorphous corneal dystrophy,{DOID:0060452}
crater-like holes of optic disc,{DOID:13295}
histoplasma duboisii with retinitis (disorder),{DOID:11314}
mitochondrial complex v (atp synthase) deficiency nuclear type 4a,{DOID:0070461}
mitochondrial complex v (atp synthase) deficiency nuclear type 4b,{DOID:0070462}
obsolete pediatric soft part clear cell sarcoma,{DOID:4882}
"macrocephaly, benign familial",{DOID:2186}
adult rds,{DOID:11394}
obsolete macular or paramacular focal retinitis and retinochoroiditis,{DOID:14542}
non-neoplastic nevus of skin (disorder) [ambiguous],{DOID:12860}
posterior corneal pigmentation,{DOID:13448}
neurodevelopmental disorder with speech impairment and dysmorphic facies,{DOID:0070417}
x-linked deafness 1,{DOID:0111739}
x-linked deafness 2,{DOID:0111737}
morquio syndrome b,{DOID:0111392}
morquio syndrome a,{DOID:0111391}
cerebrovascular benign neoplasm,{DOID:60007}
hepatitis b infection,{DOID:2043}
cancer of duodenum,{DOID:10021}
neuroschistosomiasis,{DOID:13722}
haemopericardium,{DOID:11482}
familial hemiplegic migraine,{DOID:0060178}
plantar flexion contracture,{DOID:0111593}
bardet-biedl syndrome 9,{DOID:0110131}
familial temporal lobe epilepsy 8,{DOID:0060754}
relapsed pancreatic carcinoma,{DOID:6826}
"failure of lactation, with delivery, with or without mention of antepartum condition",{DOID:1402}
familial temporal lobe epilepsy 1,{DOID:0060748}
gallamine allergy,{DOID:0040078}
familial temporal lobe epilepsy 3,{DOID:0060750}
chorea gravidarum,{DOID:14483}
familial temporal lobe epilepsy 5,{DOID:0060752}
familial temporal lobe epilepsy 4,{DOID:0060753}
familial temporal lobe epilepsy 7,{DOID:0060751}
auricular septal defect,{DOID:1882}
syndromic microphthalmia type 8,{DOID:0111803}
"hydrocephalus, nonsyndromic, autosomal recessive",{DOID:10908}
cyld cutaneous syndrome,{DOID:0050693}
ca sigmoid colon,{DOID:12192}
thyrotoxicosis from ectopic thyroid nodule with crisis,{DOID:12839}
syndromic microphthalmia type 3,{DOID:0111801}
syndromic microphthalmia type 2,{DOID:0111809}
syndromic microphthalmia type 5,{DOID:0111806}
pseudomucinous cystadenocarcinoma,{DOID:3603}
syndromic microphthalmia type 7,{DOID:0111808}
syndromic microphthalmia type 6,{DOID:0111805}
sensory system cancer,{DOID:0060116}
morquio a disease,{DOID:0111391}
primary malignant extragonadal nonseminoma,{DOID:5677}
pinealocytoma,{DOID:0081248}
freeman-sheldon syndrome variant,{DOID:0111599}
snowflake vitreoretinal degeneration,{DOID:0111570}
parkinsonism with alveolar hypoventilation and mental depression,{DOID:0060486}
adolescence-adult electroclinical syndrome,{DOID:0050705}
nafl,{DOID:0080546}
cogan-reese syndrome,{DOID:0060217}
osteoma cutis,{DOID:0111535}
cerebral amyloid angiopathy,{DOID:9246}
urinary bladder small cell neuroendocrine carcinoma,{DOID:7132}
leber optic atrophy with dystonia,{DOID:0111755}
amelogenesis imperfecta 3 hypoplastic type,{DOID:0110059}
"synostoses, tarsal, carpal and digital",{DOID:14762}
sapho syndrome,{DOID:13677}
"tk2-related mitochondrial dna depletion syndrome, myopathic form",{DOID:0080120}
leiomyosarcoma of mediastinum,{DOID:5292}
renal hypertension,{DOID:1073}
malignant neoplasm of posterior wall of urinary bladder,{DOID:11811}
"alzheimer's disease 14, late onset",{DOID:0110047}
bartholin's gland adenoid cystic carcinoma,{DOID:4879}
"46,xy disorder of sex developement due to partial luteinizing hormone resistance",{DOID:0112261}
midline cystocele,{DOID:14131}
secondary malignant neoplasm of thyroid gland,{DOID:10012}
chromosome 10q23 deletion syndrome,{DOID:0060389}
primary ciliary dyskinesia 34 without situs inversus,{DOID:0110610}
al-awadi/raas-rothschild/schinzel phocomelia syndrome,{DOID:0112181}
cmt5x,{DOID:0110210}
ulnar neuropathy,{DOID:4613}
obsolete metastatic neoplasm of ureter,{DOID:14492}
gallbladder leiomyoma,{DOID:5140}
vulvar benign neoplasm,{DOID:0060109}
ectopic calcitonin production (finding),{DOID:8381}
obsolete cyst of thyroid,{DOID:11074}
obsolete recurrent kaposi's sarcoma,{DOID:12779}
"epilepsy, temporal lobe",{DOID:3328}
otitis media with effusion,{DOID:11179}
oral aphthae,{DOID:9663}
granulosa cell tumor,{DOID:2999}
mycoplasma pneumonia,{DOID:13276}
pulmonary adenoma,{DOID:5386}
hereditary thrombophilia due to congenital antithrombin deficiency,{DOID:3755}
hjmd,{DOID:0110711}
frambesia tropica,{DOID:10371}
froelich's syndrome,{DOID:6676}
carotid artery thrombosis,{DOID:3410}
sphenoidal sinus -acute,{DOID:13046}
arrhythmogenic right ventricular cardiomyopathy,{DOID:0050431}
ethmoid sinus adenocarcinoma,{DOID:2766}
sertoli cell tumor,{DOID:3577}
growth hormone secreting adenoma of pituitary,{DOID:6255}
qualitative platelet defect,{DOID:11125}
lymphoma of retina,{DOID:774}
"biliary cirrhosis, primary, 1",{DOID:0070358}
"biliary cirrhosis, primary, 3",{DOID:0070360}
"biliary cirrhosis, primary, 2",{DOID:0070359}
9p syndrome,{DOID:0060732}
meier-gorlin syndrome 7,{DOID:0080518}
choroidal sclerosis,{DOID:980}
congen. disloc. hip,{DOID:9353}
hrftc,{DOID:0111256}
ovarian malignant mixed mullerian tumor,{DOID:6170}
signet ring carcinoma,{DOID:3493}
bbs3,{DOID:0110125}
uterine corpus atypical polypoid adenomyoma,{DOID:7878}
congenital myasthenic syndrome 15 without tubular aggregates,{DOID:0110658}
thygeson superficial punctate keratitis,{DOID:12197}
neuroblastoma,{DOID:769}
functional gastric disease,{DOID:1159}
autosomal dominant charcot-marie-tooth neuropathy and deafness,{DOID:0110153}
"lentiginosis, generalized",{DOID:0050531}
medullary sponge kidney,{DOID:12713}
pancreatic colloid cystadenoma,{DOID:7735}
amelogenesis imperfecta type 2a1,{DOID:0110057}
autosomal recessive benign erythrocytosis,{DOID:0060474}
tabes dorsalis - neurosyphilis,{DOID:10027}
amelogenesis imperfecta type 2a6,{DOID:0080960}
peroxisomal dihydroxyacetonephosphate acyltransferase deficiency,{DOID:0110852}
eastern equine encephalitis,{DOID:10841}
hepatitis due to toxoplasmosis,{DOID:13335}
transitional carcinoma,{DOID:2671}
extramammary paget's disease (morphologic abnormality),{DOID:2099}
obsolete group a streptococcal pneumonia,{DOID:12019}
leg dermatosis,{DOID:3142}
neurofibromatosis,{DOID:8712}
obsolete sideroblastic anemia with spinocerebellar ataxia,{DOID:0060064}
brain small vessel disease with hemorrhage,{DOID:0090125}
x-linked mental retardation 30/47,{DOID:0112051}
conjunctival vascular disease,{DOID:10989}
hnpp,{DOID:0060843}
obsolete single manic episode in full remission,{DOID:11735}
organic aciduria,{DOID:0060159}
malignant neoplasm of lateral wall of urinary bladder,{DOID:11593}
skin dermoid,{DOID:13691}
ezb diffuse large b-cell lymphoma,{DOID:0081065}
